text;department;process;document;edition
To avoid the delay on the delivery, the backup shall be done at 6 PM Dubai Time.;;;;
" 1.       Human Resources > Leaves > Passport Control > Rename this menu as ""Passport Request""  2.       Human Resources > Leaves > Passport Request > When I create new Passport request and mark the check box field ""Terms and Conditions"", then no terms and conditions are coming. Screenshot is attached for reference.  3.       Tab ""Leaves "", Mr. Fiaz told you to show read only Employee Leaves Data here. The tree view in  Human Resources > Leaves > Leave Request does not match with your delivery. The tree view should be:     Description   Employee   Leave Type   Start Date   End Date   Number of Days   Status   4.       Also make this check box mandatory for every user i:e it should be auto checked and user should not have the right to change this selection. With every new request, the terms and conditions check box should come marked along with terms and conditions text.  -------- New points:  1.       Human Resources > Employees > Open any employee profile > Click on ""passport"" tab > This tree view is different and creating directly through Human Resources > Leaves > Passport request is different. The tree view should be like while we creating directly through passport request menu.  2.       Human Resources > Employees > Open any employee profile > Click on ""passport"" tab > Click create button > The form view is also different. The form view should be like while we creating directly through passport request menu.    ";;;;
"1: HR > Configuration > Leave Types >> Form > Here I need One New field below to Leave type  "" Leaves Policy & Rules"" large text here  2: HR > Leaves > Leave Form > Open It >> Below To days > New Field Large Text READ ONLY ""Leave Policy & Rules"" . Here value come from leave type form selection  3: HR > Leaves > Leave Form >   Print > Below to Description Box ""Leave Policy & Rules"" here value will come from leave form field ""Leave Policy & Rules"". Also pls fix Leave Form Print ""Description"" here value should come from leave form field name Description.as of now empty ";;;;
"1.      Human Resources > Attendance >  a.      Attendance Processed data > Here Tree View >>>>  i.      Bring Process Date & User Name Column at start.  ii.     After Process Date Column New column  ""Day"" required i.e Friday , Saturday as per date iii.    New Column After in and out time ""Late"" If Any One In Time After 9:00 Am but before 10:00 am ... Value should be 1, otherwise 0 iv.     Columns Visible to Admin Only 1.      Create uid 2.      Write uid 3.      Create date 4.      Modification date 5.      Working hours 6.      Company 7.      ID b.      New Menu Attendance Report > When I click pop Up come >On pop up form i.      New Field Report For >> Drop Dowm 3 selections only >> Attendance  , Leaves , Both ii.     Filed Check Box i) All Employees ii) Individual Employee when I select option ii New filed Multi Selection come where drop down I can select employee more than 1 iii.    New Filed ""Search option"" here drop down Today, Yesterday, This Week, This Month, Last Month, Date Range. When select date range 2 fields Start Date End date.... For Attendance the Date shall be ""Process date"" and for leaves the date shall be start date iv.     Report Out Put >> PDF & Excel v.      Report First Section Attendance Columns 1.      Process Date 2.      User Name 3.      User Id 4.      In Time 5.      Out Time 6.      Late 7.      First Half 8.      Second Half vi.     Report Second Section Leaves Columns 1.      Employee Name 2.      Leave Type 3.      Start date 4.      End date 5.      Count (Here field value of days) 6.      Approved Date 7.      Approved by c.      . 2.      Human Resources > Employee Profile > Tab HR Setting >> New Field ""Attendance ID"" here we will mention user attendance id value . Now Form Top Right Corner New Tab ""Attendance"" when click here attendance processed table data visible as per define Attendance Id only .... If no id value no record visible here. 3.       4.      Human Resources > Payroll a.      Below To Period New Field "" Attendance Period"" here we will give start and end date of Attendance Period for payroll b.      New Tab"" Attendance Data""  & Leaves >>> when click on Compute Sheet system should show here the relevant employee Attendance leaves read only recods detail as per define Attendance period. c.      Payroll >> Advance , Penalties & Other deduction are not working . Means If penalty is there for 200, still New Amount Computation is hosing full salary same for Advance deduction or other. d.      If Working days are 30, and deduction of 2 days require How..... Below computation require i.      Gross salary /No of days of the Month = 1 Days Salary x no of days for deduction = Deduction OR 1 Day salary x Net days 28 = Salary For the Month (without other deductions like advance ) ";;;;
"-------- Forwarded Message -------- Subject: Error Passport Request Date: Sat, 4 May 2019 13:54:58 +0400 From: Fiaz To: c.rakotondratsima@miroke.com, Samoelinirina Andrianomenjanahary AWS ERP &gt; passport Request &gt; When click to any record Traceback (most recent call last): File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 546, in _handle_exception return super(JsonRequest, self)._handle_exception(exception) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 583, in dispatch result = self._call_function(**self.params) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 319, in _call_function return checked_call(self.db, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 118, in wrapper return f(dbname, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 316, in checked_call return self.endpoint(*a, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 812, in __call__ return self.method(*args, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 412, in response_wrap response = f(*args, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/addons/web/controllers/main.py"", line 944, in call_kw return self._call_kw(model, method, args, kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/addons/web/controllers/main.py"", line 923, in _call_kw names = dict(request.session.model(model).name_get(args[0], **kwargs)) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 917, in proxy result = meth(cr, request.uid, *args, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper return old_api(self, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 399, in old_api result = method(recs, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 1678, in name_get result.append((record.id, convert(record[name], record))) File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 5721, in __getitem__ return self._fields[key].__get__(self, type(self)) File ""/usr/lib/python2.7/dist-packages/openerp/fields.py"", line 835, in __get__ self.determine_value(record) File ""/usr/lib/python2.7/dist-packages/openerp/fields.py"", line 928, in determine_value record._prefetch_field(self) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 266, in wrapper return new_api(self, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 3244, in _prefetch_field result = records.read(list(fnames), load='_classic_write') File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 266, in wrapper return new_api(self, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 3184, in read self._read_from_database(stored, inherited) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 266, in wrapper return new_api(self, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 3313, in _read_from_database cr.execute(query_str, [tuple(sub_ids)] + where_params) File ""/usr/lib/python2.7/dist-packages/openerp/sql_db.py"", line 171, in wrapper return f(self, *args, **kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/sql_db.py"", line 247, in execute res = self._obj.execute(query, params) ProgrammingError: column hr_passport_holiday.leaves_policy_rule does not exist LINE 1: ...t_holiday"".""name"",""hr_passport_holiday"".""date_to"",""hr_passpo... ^ Thanks &amp; Regards! HM Fiaz Business Analyst | Manager IA ";;;;
The accesses to the some menus of the ERP take times, more than 1 mn or 2.;;;;
"AWS Immigration Super Urgent Issues (Leave Request) due to last delivery 1- Human Resources &gt; Leaves &gt; Leaves Request &gt; When user save any request, the below error is coming 2- Upon saving the leave the following error is coming: Refer to the Note. 3- Previously on leave type form, terms &amp; conditions were coming, not they are invisible. Comment from CRA: Set the Leave Request Mode to per Employee.";;;;
"AWS Immigration Super Urgent Issues (Leave Request) due to last delivery 1- Human Resources &gt; Leaves &gt; Leaves Request &gt; When user save any request, the below error is coming 2- Upon saving the leave the following error is coming: Refer to the Note. 3- Previously on leave type form, terms &amp; conditions were coming, not they are invisible.";;;;
-------- Forwarded Message -------- Subject: AWS ERP Anomaly Date: Fri, 17 May 2019 19:43:43 +0400 From: Fiaz . To: Christian Rakotondratsima , Umer Baig , support Once user create any document and svae ... there is delay in visibility of doc to other users Pls check BR Fiaz  ;;;;
On WhatsApp [11:53, 5/18/2019] Hafiz Fiaz: sobia [13:56, 5/18/2019] Hafiz Fiaz: AWS ERP > HR > Attendance Process data when click [13:56, 5/18/2019] Hafiz Fiaz: error coming [14:07, 5/18/2019] C. Rakotondratsima: We check.;;;;
Comparison of the production odoo folder with the local server;;;;
"-------- Forwarded Message -------- Subject: AWS ERP - System Parameter Date: Tue, 21 May 2019 09:10:04 +0400 From: Fiaz To: support , c.rakotondratsima@miroke.com, 'Manantenasoa Randrianirina' CC: 'Muhammad Umer Farooq' Attach Email - Request No 3 ""Whatsapp chat AWS ERP Setting &gt; Parameters &gt; System Paramenter &gt;&gt;&gt; record web.base.url [8:58 AM, 5/21/2019] Christian: Good morning All [8:58 AM, 5/21/2019] HMF: this value i try to change many but again come to this [8:59 AM, 5/21/2019] Christian: This is computed I think. [8:59 AM, 5/21/2019] HMF: this should be this http://erp.globalmigrationservices.com/ can you pls check thi [9:00 AM, 5/21/2019] Christian: That is the local ip address. [9:01 AM, 5/21/2019] HMF: may be can you pls fix this because when system send link for password recovery or link for customer portal this url is going which is wrong this request submitted earlier as well on email Thanks &amp; Regards! HM Fiaz Business Analyst | Manager IA  My Comments  Dear Mr. Fiaz, Please find here bellow in blue the state of these request : 1: It is already done and already available on test plateform, we are waiting for your confirmation for delivery on production plateform - It is delivered on production AWS immigration &amp; I checked its fine  Sale &gt; Contact &gt; Open Any &gt; Edit it &gt; go Down Tab ""Evaluation"" &gt; Add item &gt; error Odoo Client Error   2: It is already done and already available on test plateform, we are waiting for your confirmation for delivery on production plateform - Its fine pls deliver on Production after UAE time 6:30. Pls make sure after this delivery it is checked. On Thu, Sep 6, 2018 at 11:01 AM  wrote:  Dear Mr. Tefy, Pls update on Request   On 2018-08-09 13:40, fiaz@globalmigration.co.uk wrote: IGNORE PREVIOUS EMAIL  AWS Immigration Anomaly   Dear Miro Team : Kindly speed up work on anomalies.  1: When Sale Order Confirm &gt; System Genrate Processing Order &gt; In Processing Order &gt; Child Stage Form &amp; requirement Form &gt; Both forms Both forms have following Fields but empty (Values are not coming from parent Processing order Form) Processing Order No Product Customer Mobile. 2: When Creating Processing Separately from Sale &gt; contact/customer &gt; Open it &gt; Top Right corner tab ""Processing Order &gt; Click &gt; And Create Processing order &gt; Select the product and save &gt; Tab: Stage &amp; requirement &gt; Compute &gt; Now go to any stage form and requirement form &gt; Both forms have following Fields but empty (Values are not coming from parent Processing order Form) Processing Order No Product Customer Mobile further, Field Responsible is there but value is coming the person who creating the Processing order which is wrong. It should come from Configuration&gt;Requirement Center &gt; Go to Stage Form &gt; Here we define the responsible name, this name should come when Processing order generate either auto when sale order confirm or independent processing order creation as mention in point 2.  Fields On Stage &amp; Requirement Form Values Should come from  Processing Order No Parent form &gt; Processing Order no  Sale Order Parent Form Processing Order have sale order No (If processing order is generated auto from sale order - if independent than no value)  Responsible As it is define in Configuration &gt; Requirement center &gt; Stage Form &gt; Responsible  Sign Up Date Processing order field Sign Up date value  Product Same as on Processing Order  Customer Processing Order Customer name  Mobile Customer Mobile No  3: It is not yet done, we proceed and will update you . It is done as per Mr. tefy. Pls checl Attach email. But I did not chcek  From: fiaz@globalmigration.co.uk [mailto:fiaz@globalmigration.co.uk] Sent: Tuesday, August 7, 2018 11:04 AM To: 'support@miroke.com'; c.rakotondratsima@miroke.com Subject: AWS immigration Anomaly Urgent  Below Anomaly Request on Top Urgent priority  1: Sale &gt; Contact &gt; Customer Portal &gt; Active &gt; customer is no receiving any email for password and other detail. @nd the email template I am not able to find from Setting&gt;Email&gt;templates where I can change the email template. 2: Setting &gt; technical &gt; Parameters &gt; web.base.url &gt; http://127.0.0.1:8069. This is wrong AWS is http://52.19.189.51. Even if I corrected next day again wrong. This way When new user is created system is sending wrong url.   Thank you, Best regards, Manantena  -- Manantenasoa F. Randrianirina Functional Software Engineer Miro K.E. SARL Po Box 42 Ambohidratrimo, Antananarivo, Madagascar E: mf.randrianirina@mirogoods.com W: www.miroke.com  Dear Mr. Tefy, Pls confirm if below anomaly is fixed. I am struggling With MIRO regarding Anomalies fixation. Pls assist. Further is Mail Chip request is delivered on Test AWS. Pls ask team to deliver on AWS production.  Thanks &amp; Regards!  HM Fiaz Business Analyst Manager Internal Audit  Global Migration Services T:  +971 (0) 4 303 1942 M: +971 (0) 55 938 5773 E: fiaz@globalmigration.co.uk   Dubai Head Office 2nd Floor Al Arif Building Al Musalla Road Bur Dubai, UAE T: +971 4 3031930 F: +971 4 397 0900  Abu Dhabi Office 1st Floor Office 011 Al-Omran Building Hamdan Street Behind Al Salama Hospital Abu Dhabi T: +971 2 6711555 F: +971 26711789  Email:  info@globalmigration.co.uk | Website: www.globalmigration.co.uk Description: Description: Description: Description: Description: ISO-9001 CERTIFIED  Description: Description: Description: Description: Description: cid:image056.png@01D1F658.1C888900Description: Description: Description: Description: Description: cid:image057.jpg@01D1F658.1C888900 Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTnpYVODXsC7JOxQ3iHQJ1A 6yBusYvRRuUxsKEGSWlPWUzx4dwO Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.icons101.com/icon_png/size_512/id_54092/home.png Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.cs.huji.ac.il/imagesl/icons/google_maps_icon.png  Description: Description: Description: Description: Description: cid:image060.png@01D1F658.1C888900 Description: Description: Description: Description: Description: cid:image074.jpg@01D1F658.1C888900  Description: Refer Friends &amp; get Rewarded! Description: Registered Customer Log in   From: fiaz@globalmigration.co.uk [mailto:fiaz@globalmigration.co.uk] Sent: Tuesday, August 7, 2018 11:04 AM To: 'support@miroke.com'; c.rakotondratsima@miroke.com Subject: AWS immigration Anomaly Urgent  Below Anomly Request on Top Urgent priority  1: Sale &gt; Contact &gt; Customer Portal &gt; Active &gt; customer is no receiving any email for password and other detail. @nd the email template I am not able to find from Setting&gt;Email&gt;templates where I can change the email template. 2: Setting &gt; technical &gt; Parameters &gt; web.base.url &gt; http://127.0.0.1:8069. This is wrong AWS is http://52.19.189.51. Even if I corrected next day again wrong. This way When new user is created system system is sending wrong url.    Thanks &amp; Regards!  HM Fiaz Business Analyst Manager Internal Audit  Global Migration Services T:  +971 (0) 4 303 1942 M: +971 (0) 55 938 5773 E: fiaz@globalmigration.co.uk   Dubai Head Office 2nd Floor Al Arif Building Al Musalla Road Bur Dubai, UAE T: +971 4 3031930 F: +971 4 397 0900  Abu Dhabi Office 1st Floor Office 011 Al-Omran Building Hamdan Street Behind Al Salama Hospital Abu Dhabi T: +971 2 6711555 F: +971 26711789  Email:  info@globalmigration.co.uk | Website: www.globalmigration.co.uk Description: Description: Description: Description: Description: ISO-9001 CERTIFIED  Description: Description: Description: Description: Description: cid:image056.png@01D1F658.1C888900Description: Description: Description: Description: Description: cid:image057.jpg@01D1F658.1C888900 Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTnpYVODXsC7JOxQ3iHQJ1A 6yBusYvRRuUxsKEGSWlPWUzx4dwO Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.icons101.com/icon_png/size_512/id_54092/home.png Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.cs.huji.ac.il/imagesl/icons/google_maps_icon.png  Description: Description: Description: Description: Description: cid:image060.png@01D1F658.1C888900 Description: Description: Description: Description: Description: cid:image074.jpg@01D1F658.1C888900  Description: Refer Friends &amp; get Rewarded! Description: Registered Customer Log in    Dear Mr Fiaz, The delivery is done if you can check please.  Best Regards Tefy  On 03/09/2018 11:26, Tefy Rakotonirina wrote:  Dear Mr Fiaz. You are welcome. Thank you for the cooperation. We will proceed and update you when it is done. Best Regards Tefy  On 03/09/2018 11:16, fiaz@globalmigration.co.uk wrote:  Thanks Mr. Tefy UAE time after 6:30.  Thanks &amp; Regards!  HM Fiaz Business Analyst Manager Internal Audit  Global Migration Services T:  +971 (0) 4 303 1942 M: +971 (0) 55 938 5773 E: fiaz@globalmigration.co.uk   Dubai Head Office 2nd Floor Al Arif Building Al Musalla Road Bur Dubai, UAE T: +971 4 3031930 F: +971 4 397 0900  Abu Dhabi Office 1st Floor Office 011 Al-Omran Building Hamdan Street Behind Al Salama Hospital Abu Dhabi T: +971 2 6711555 F: +971 26711789  Email:  info@globalmigration.co.uk | Website: www.globalmigration.co.uk Description: Description: Description: Description: Description: ISO-9001 CERTIFIED Description: Description: Description: Description: Description: cid:image056.png@01D1F658.1C888900Description: Description: Description: Description: Description: cid:image057.jpg@01D1F658.1C888900 Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTnpYVODXsC7JOxQ3iHQJ1A 6yBusYvRRuUxsKEGSWlPWUzx4dwO Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.icons101.com/icon_png/size_512/id_54092/home.png Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: Description: http://www.cs.huji.ac.il/imagesl/icons/google_maps_icon.png  Description: Description: Description: Description: Description: cid:image060.png@01D1F658.1C888900 Description: Description: Description: Description: Description: cid:image074.jpg@01D1F658.1C888900     Description: Refer Friends &amp; get Rewarded! Description: Registered Customer Log in   From: Tefy Rakotonirina [mailto:t.rakotonirina@mirogoods.com] Sent: Monday, September 3, 2018 12:11 PM To: fiaz@globalmigration.co.uk Cc: support@miroke.com; Christian Rakotondratsima Subject: Re: FW: AWS immigration Anomaly Urgent  Dear Sir, ok Fiaz, well received. The fix is ready for the delivery. So for the delivery, can you inform us when we can do the delivery because during the delivery we need to restart the server. Best Regards Tefy  On 03/09/2018 11:00, fiaz@globalmigration.co.uk wrote: AWS production.    ";;;;
The current Loan Module disturb the asset module, it shall be removed.;;;;
"-------- Forwarded Message -------- Subject: AWS ERP Work Date: Sun, 2 Jun 2019 11:51:52 +0400 From: Fiaz To: c.rakotondratsima@miroke.com, Samoelinirina Andrianomenjanahary CC: Muhammad Umer Farooq @SAM AWS ERP REQUEST NO 1 Deadline Monday June 3, 2019 1: New Menu Sales &gt; Sales &gt; Sales Referred By &gt; This Menu Visible to only Sales Manager group. When click to above Menu &gt; Pop up Form come &gt; On Form Fields &gt;&gt; 1.1: Date Range ""From"" ""To"" this date filter shall be for sale order confirm date 1.2: AND Field ""Referred By"" drop down values sale as on sale order form field ""referrerd_by"" . This Menu is for confirm sale orders only. 1.3: Button Apply &amp; Cancel. When Click apply accordingly data of sales order visible 1.4 New Tree View for This Menu &gt;&gt; Creation date, Customer name, Mobile, Product, Referred By, Referred By Name, Sale Person, Price, Status 1.6 Search View same as existing sale order When done deliver this first. This request should not disturb existing Menu of Sale Order and its tree view. REQUEST NO 2 Deadline Monday June 4, 2019 2.1 Accounting &gt; Customer Receipts &gt; Customer Payment Voucher 2.1.2 On Voucher Field Customer , This field drop down all type partners should visible 2.1.2 On Voucher below to field ""Services For"" , Here New field ""Account"" this field should show drop down Account Ledger so user can select the account ledger but if partner is selected the Partner ""Receivable Account"" should auto map with this field but still option with account is user to edit this. This Account field on for Accounts user groups. When done deliver this than next. 2.2 Accounting &gt; Supplier &gt; Supplier payment 2.2.1 On Voucher Field Supplier &gt;. Rename to ""Payment Part"" , This field drop down all type partners should visible 2.2.2 On Voucher below to field ""Branch"" , Here New field ""Account"" this field should show drop down Account Ledger so user can select the account ledger but if partner is selected the Partner ""Payable Account"" should auto map with this field but still option with account is user to edit this. This Account field on for Accounts user groups. When done deliver this than next. REQUEST NO 3 Business Centre Test ERP Platform Setup - 3 Deadline June 5 AWS Test ERP Platform Setup -3 Deadline June 6 Thanks &amp; Regards! HM Fiaz Business Analyst | Manager IA ";;;;
-------- Forwarded Message -------- Subject: PC ACCESS Date: Sun, 2 Jun 2019 15:55:09 +0400 From: Umer baig To: 'Samoelinirina Andrianomenjanahary' CC: c.rakotondratsima@miroke.com, fiaz@samana-group.com Dear Sam Attached is the anydesk access for test PC for installation of Test ERP of: E Business Centre E AWS Immigration Password : premiers123 Regards Umer  ;;;;
The access to the menus: - Human Resources / Attendances / Attendance Processed Data - Human Resources / Attendances / Attendance Raw Data are not available.;;;;
"{""publisher"":{""api_key"":""1e6ef4c2b3e67680225868caeb59b7ad"",""name"":""Google Drive""},""api_version"":""1.0"",""updates"":{""snippets"":[{""icon"":""PERSON"",""message"":""umer baig is requesting access to this folder""}],""action"":{""name"":""Open sharing settings"",""url"":""https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy?usp\u003dsharing_erd\u0026userstoinvite\u003dbaigumer39@gmail.com\u0026ts\u003d5d022c42""}},""entity"":{""main_image_url"":""https://ssl.gstatic.com/bt/C3341AA7A1A076756462EE2E5CD71C11/smartmail/bt_google_drive_1600dp_r2.png"",""external_key"":""12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy"",""avatar_image_url"":""https://www.gstatic.com/bt/C3341AA7A1A076756462EE2E5CD71C11/smartmail/bt_google_drive_avatar_224dp_r1.png"",""subtitle"":""umer baig requested access"",""action"":{""name"":""Open"",""url"":""https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy""},""title"":""Miro_-_Premiers_delivery_test_platform""}}      baigumer39@gmail.com [1] is *requesting access* to the following folder:      Miro_-_Premiers_delivery_test_platform [2]     Open sharing settings [3]   baigumer39@gmail.com [4] is outside your organization. Google Drive: Have all your files within reach from any device. Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA  None [5]  [1] mailto:baigumer39@gmail.com [2] https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy?usp=sharing_erl&userstoinvite=baigumer39@gmail.com&ts=5d022c42 [3] https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy?usp=sharing_erp&userstoinvite=baigumer39@gmail.com&ts=5d022c42&actionButton=1 [4] mailto:baigumer39@gmail.com [5] https://drive.google.com ";;;;
baigumer39@gmail.com [1] is *requesting access* to the following folder:      Miro_-_Premiers_delivery_test_platform [2]     Open sharing settings [3]   baigumer39@gmail.com [4] is outside your organization. Google Drive: Have all your files within reach from any device. Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA  None [5]  [1] mailto:baigumer39@gmail.com [2] https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy?usp=sharing_erl&userstoinvite=baigumer39@gmail.com&ts=5d02398f [3] https://drive.google.com/drive/folders/12U5UG4NOLq5YckT-lNECaoWcUXS8TVHy?usp=sharing_erp&userstoinvite=baigumer39@gmail.com&ts=5d02398f&actionButton=1 [4] mailto:baigumer39@gmail.com [5] http://drive.google.com ;;;;
Take a zip backup of the db.;;;;
AWS/ Host Gator Business Centre/ AAA ERP     Sales > Customers > Print > Partner Ledger > Print is only coming in PDF, pls. create an option to view/download in Excel for all three databases.;;;;
Premiers AWS deliveries requests;;;;
Tell Mr. Fiaz of Premiers which account have access to Premiers Online Backups.;;;;
[09:39, 7/1/2019] Hafiz Fiaz: pls ask love also to give me access to fiaz@samana-group.com to backup folders [09:39, 7/1/2019] C. Rakotondratsima: Ok. [09:39, 7/1/2019] C. Rakotondratsima: Sure. [09:39, 7/1/2019] C. Rakotondratsima: Did you send an email for it. [09:39, 7/1/2019] C. Rakotondratsima: Please do, [09:39, 7/1/2019] C. Rakotondratsima: I ask now.;;;;
"-------- Forwarded Message -------- Subject: AWS - Urgent Issue to fix Date: Sat, 6 Jul 2019 16:52:49 +0400 From: Fiaz <fiaz@samana-group.com> To: c.rakotondratsima@miroke.com, Samoelinirina Andrianomenjanahary <s.andrianomenjanahary@mirogoods.com>, Harilova Noa <h.andriantsimba@mirogoods.com>, 'support' <support@miroke.com> CC: Muhammad Umer Farooq <baig@samana-group.com> hi AWS ERP > When Create Payment > and Select Method ""PDC Issues"" the form view is not changing In configuration there are 2 journals where the Type is ""Check"" , one PDC Received and is PDC Issued. PDC Received is working fine but when Select PDC Issues form view not changing like to fill info of Check date , number, bank name etc Further to above when click on Create Payment anomaly coming Thanks & Regards! HM Fiaz Business Analyst | Manager IA";;;;
"-------- Forwarded Message -------- Subject: Access To Backup Folders Date: Mon, 1 Jul 2019 10:40:59 +0400 From: Fiaz To: Harilova Noa , c.rakotondratsima@miroke.com, 'support' Dear , Pls give access to backup folders of AWS , AAA, Business Centre to my below emails fiaz@samana-groiup.com - read &amp; write full baig@samana-group.com only download read Thanks &amp; Regards! HM Fiaz ";;;;
"on AWS if we are doing a group action .. error is coming gate-way time out  Example : Leads i selected 10 leads only and from top button ""More"" drop down option ""Change Sale Person"" when click and select the sale person and apply ... error is coming time out ";;;;
There is an issue in pdc multi payments when we select multiple payment method in Accounting/ Pdc's Receipts;;;;
